meter_id,timestamp,instantaneous_power_kw,voltage_v,current_a,temperature_c,daily_energy_kwh,efficiency_pct,status,irradiance_estimate_w_m2
20018,2025-09-12T16:00:00,0.57,226.0,2.5,29.5,12.15,96.7,Running,242.6
20020,2025-09-12T16:00:00,0.69,230.4,3.0,31.3,11.18,96.2,Running,287.3
20025,2025-09-12T16:00:00,0.55,226.0,2.4,30.5,11.99,96.4,Running,234.8
20027,2025-09-12T16:00:00,0.6,230.7,2.6,29.1,11.8,96.7,Running,256.8
30029,2025-09-12T16:00:00,1.65,229.1,7.2,30.2,31.93,96.4,Running,251.6
30035,2025-09-12T16:00:00,1.79,229.2,7.8,28.3,31.05,97.3,Running,280.4
30041,2025-09-12T16:00:00,1.69,227.8,7.4,30.1,30.3,96.2,Running,281.4
40044,2025-09-12T16:00:00,0.61,224.6,2.7,28.6,11.24,95.1,Running,252.8
40045,2025-09-12T16:00:00,0.59,227.4,2.6,30.8,11.19,96.1,Running,241.4
40046,2025-09-12T16:00:00,0.73,231.6,3.2,32.3,11.53,95.7,Running,309.8
40048,2025-09-12T16:00:00,0.56,227.1,2.5,30.2,11.36,95.7,Running,230.4
40049,2025-09-12T16:00:00,0.62,226.9,2.7,29.7,11.76,97.5,Running,270.5
40051,2025-09-12T16:00:00,0.7,228.6,3.1,32.9,11.25,97.7,Running,309.1
40055,2025-09-12T16:00:00,0.59,225.5,2.6,29.3,11.4,97.5,Running,255.8
40059,2025-09-12T16:00:00,0.53,227.5,2.3,29.1,11.22,96.7,Running,243.3
10006,2025-09-12T17:00:00,1.31,234.9,5.6,25.8,58.69,95.7,Running,113.4
10008,2025-09-12T17:00:00,1.3,231.6,5.6,28.5,58.85,95.4,Running,111.8
10010,2025-09-12T17:00:00,1.21,230.6,5.2,26.5,56.28,96.4,Running,102.5
20018,2025-09-12T17:00:00,0.29,228.2,1.3,27.2,12.44,97.6,Running,127.6
20020,2025-09-12T17:00:00,0.31,230.8,1.3,24.6,11.49,96.2,Running,131.1
20025,2025-09-12T17:00:00,0.29,229.9,1.3,29.5,12.28,96.0,Running,125.6
20027,2025-09-12T17:00:00,0.26,224.2,1.2,27.8,12.06,96.3,Running,112.1
30029,2025-09-12T17:00:00,0.76,225.9,3.4,25.1,32.69,97.4,Running,125.3
30035,2025-09-12T17:00:00,0.63,233.1,2.7,26.8,31.68,95.0,Running,104.7
30041,2025-09-12T17:00:00,0.77,237.4,3.2,25.7,31.07,95.4,Running,121.0
40044,2025-09-12T17:00:00,0.28,232.1,1.2,24.3,11.52,98.0,Running,124.6
40045,2025-09-12T17:00:00,0.25,229.7,1.1,26.1,11.44,95.1,Running,102.0
40046,2025-09-12T17:00:00,0.26,220.5,1.2,27.8,11.79,95.1,Running,110.4
40048,2025-09-12T17:00:00,0.28,227.1,1.2,27.2,11.64,95.9,Running,119.5
40049,2025-09-12T17:00:00,0.3,227.9,1.3,25.6,12.06,97.3,Running,128.6
40051,2025-09-12T17:00:00,0.32,226.5,1.4,28.8,11.57,96.6,Running,135.0
40055,2025-09-12T17:00:00,0.3,231.5,1.3,29.9,11.7,95.8,Running,128.6
40059,2025-09-12T17:00:00,0.29,231.9,1.3,28.0,11.51,95.1,Running,117.6
10006,2025-09-12T18:00:00,0.27,233.3,1.2,23.9,58.96,96.4,Running,22.4
10008,2025-09-12T18:00:00,0.25,229.9,1.1,24.5,59.1,95.2,Running,21.1
10010,2025-09-12T18:00:00,0.29,231.1,1.3,24.8,56.57,98.0,Running,24.6
20018,2025-09-12T18:00:00,0.05,232.3,0.2,22.7,12.49,96.2,Disconnected,20.0
20020,2025-09-12T18:00:00,0.06,230.6,0.3,22.0,11.55,96.9,Disconnected,24.0
20025,2025-09-12T18:00:00,0.05,235.6,0.2,22.9,12.33,98.0,Disconnected,20.5
20027,2025-09-12T18:00:00,0.05,225.8,0.2,24.2,12.11,95.5,Disconnected,21.6
30029,2025-09-12T18:00:00,0.12,232.5,0.5,24.6,32.81,97.3,Running,19.5
30035,2025-09-12T18:00:00,0.13,230.0,0.6,24.9,31.81,95.0,Running,20.7
30041,2025-09-12T18:00:00,0.15,232.0,0.6,21.6,31.22,97.2,Running,22.2
40044,2025-09-12T18:00:00,0.05,224.7,0.2,24.5,11.57,95.3,Disconnected,21.3
40045,2025-09-12T18:00:00,0.05,226.2,0.2,25.4,11.49,95.8,Disconnected,25.0
40046,2025-09-12T18:00:00,0.06,230.6,0.3,24.3,11.85,96.1,Disconnected,24.7
40048,2025-09-12T18:00:00,0.06,231.1,0.3,22.8,11.7,96.9,Disconnected,23.0
40049,2025-09-12T18:00:00,0.05,236.4,0.2,23.7,12.11,96.0,Disconnected,21.0
40051,2025-09-12T18:00:00,0.06,231.2,0.3,26.5,11.63,96.6,Disconnected,23.6
40055,2025-09-12T18:00:00,0.05,231.3,0.2,24.9,11.75,96.3,Disconnected,23.2
40059,2025-09-12T18:00:00,0.04,227.0,0.2,23.9,11.55,96.0,Disconnected,18.8
10006,2025-09-12T19:00:00,0.0,231.9,0,22.5,58.96,97.6,Disconnected,0.0
10008,2025-09-12T19:00:00,0.0,230.0,0,22.1,59.1,98.0,Disconnected,0.0
10010,2025-09-12T19:00:00,0.0,232.1,0,22.6,56.57,96.2,Disconnected,0.0
20018,2025-09-12T19:00:00,0.0,231.1,0,23.9,12.49,97.0,Disconnected,0.0
20020,2025-09-12T19:00:00,0.0,229.2,0,23.7,11.55,96.1,Disconnected,0.0
20025,2025-09-12T19:00:00,0.0,232.5,0,24.5,12.33,96.1,Disconnected,0.0
20027,2025-09-12T19:00:00,0.0,231.0,0,24.8,12.11,97.7,Disconnected,0.0
30029,2025-09-12T19:00:00,0.0,227.5,0,21.5,32.81,96.7,Disconnected,0.0
30035,2025-09-12T19:00:00,0.0,232.4,0,20.8,31.81,96.4,Disconnected,0.0
30041,2025-09-12T19:00:00,0.0,227.4,0,23.5,31.22,95.7,Disconnected,0.0
40044,2025-09-12T19:00:00,0.0,226.8,0,22.0,11.57,95.1,Disconnected,0.0
40045,2025-09-12T19:00:00,0.0,226.2,0,23.5,11.49,96.8,Disconnected,0.0
40046,2025-09-12T19:00:00,0.0,231.9,0,24.2,11.85,98.0,Disconnected,0.0
40048,2025-09-12T19:00:00,0.0,228.1,0,25.1,11.7,98.0,Disconnected,0.0
40049,2025-09-12T19:00:00,0.0,231.1,0,22.2,12.11,98.0,Disconnected,0.0
40051,2025-09-12T19:00:00,0.0,230.6,0,25.7,11.63,96.9,Disconnected,0.0
40055,2025-09-12T19:00:00,0.0,232.6,0,20.4,11.75,96.5,Disconnected,0.0
40059,2025-09-12T19:00:00,0.0,235.6,0,24.0,11.55,97.1,Disconnected,0.0
10006,2025-09-12T20:00:00,0.0,231.2,0,20.8,58.96,96.6,Disconnected,0.0
10008,2025-09-12T20:00:00,0.0,230.8,0,23.4,59.1,96.9,Disconnected,0.0
10010,2025-09-12T20:00:00,0.0,225.0,0,21.4,56.57,96.5,Disconnected,0.0
20018,2025-09-12T20:00:00,0.0,231.8,0,19.5,12.49,97.3,Disconnected,0.0
20020,2025-09-12T20:00:00,0.0,234.4,0,20.8,11.55,95.5,Disconnected,0.0
20025,2025-09-12T20:00:00,0.0,230.7,0,22.5,12.33,96.0,Disconnected,0.0
20027,2025-09-12T20:00:00,0.0,230.8,0,21.7,12.11,95.5,Disconnected,0.0
30029,2025-09-12T20:00:00,0.0,232.4,0,20.6,32.81,97.7,Disconnected,0.0
30035,2025-09-12T20:00:00,0.0,232.0,0,22.2,31.81,96.9,Disconnected,0.0
30041,2025-09-12T20:00:00,0.0,229.7,0,21.3,31.22,97.0,Disconnected,0.0
40044,2025-09-12T20:00:00,0.0,232.7,0,22.4,11.57,95.9,Disconnected,0.0
40045,2025-09-12T20:00:00,0.0,229.3,0,24.3,11.49,97.1,Disconnected,0.0
40046,2025-09-12T20:00:00,0.0,233.2,0,24.0,11.85,96.4,Disconnected,0.0
40048,2025-09-12T20:00:00,0.0,235.3,0,24.7,11.7,96.8,Disconnected,0.0
40049,2025-09-12T20:00:00,0.0,233.2,0,26.9,12.11,97.1,Disconnected,0.0
40051,2025-09-12T20:00:00,0.0,228.3,0,23.3,11.63,96.2,Disconnected,0.0
40055,2025-09-12T20:00:00,0.0,227.9,0,21.1,11.75,97.5,Disconnected,0.0
40059,2025-09-12T20:00:00,0.0,226.6,0,22.8,11.55,97.8,Disconnected,0.0
10006,2025-09-12T21:00:00,0.0,229.4,0,20.8,58.96,96.7,Disconnected,0.0
10008,2025-09-12T21:00:00,0.0,231.7,0,21.0,59.1,97.6,Disconnected,0.0
10010,2025-09-12T21:00:00,0.0,223.3,0,22.9,56.57,96.2,Disconnected,0.0
20018,2025-09-12T21:00:00,0.0,227.4,0,20.9,12.49,95.2,Disconnected,0.0
20020,2025-09-12T21:00:00,0.0,229.4,0,23.5,11.55,97.9,Disconnected,0.0
20025,2025-09-12T21:00:00,0.0,228.5,0,19.8,12.33,95.7,Disconnected,0.0
20027,2025-09-12T21:00:00,0.0,234.3,0,24.3,12.11,95.8,Disconnected,0.0
30029,2025-09-12T21:00:00,0.0,227.0,0,24.2,32.81,97.6,Disconnected,0.0
30035,2025-09-12T21:00:00,0.0,228.7,0,21.7,31.81,97.7,Disconnected,0.0
30041,2025-09-12T21:00:00,0.0,228.1,0,23.0,31.22,97.2,Disconnected,0.0
40044,2025-09-12T21:00:00,0.0,226.4,0,24.6,11.57,97.8,Disconnected,0.0
40045,2025-09-12T21:00:00,0.0,227.7,0,20.6,11.49,96.1,Disconnected,0.0
40046,2025-09-12T21:00:00,0.0,228.2,0,23.9,11.85,96.8,Disconnected,0.0
40048,2025-09-12T21:00:00,0.0,239.3,0,21.2,11.7,96.2,Disconnected,0.0
40049,2025-09-12T21:00:00,0.0,227.3,0,20.0,12.11,98.0,Disconnected,0.0
40051,2025-09-12T21:00:00,0.0,227.0,0,22.3,11.63,97.0,Disconnected,0.0
40055,2025-09-12T21:00:00,0.0,232.1,0,21.8,11.75,96.1,Disconnected,0.0
40059,2025-09-12T21:00:00,0.0,226.1,0,23.4,11.55,95.3,Disconnected,0.0
10006,2025-09-12T22:00:00,0.0,227.5,0,19.9,58.96,97.2,Disconnected,0.0
10008,2025-09-12T22:00:00,0.0,231.8,0,19.3,59.1,97.3,Disconnected,0.0
10010,2025-09-12T22:00:00,0.0,229.5,0,21.7,56.57,97.6,Disconnected,0.0
20018,2025-09-12T22:00:00,0.0,230.5,0,21.4,12.49,96.1,Disconnected,0.0
20020,2025-09-12T22:00:00,0.0,228.6,0,21.4,11.55,97.4,Disconnected,0.0
20025,2025-09-12T22:00:00,0.0,228.5,0,21.6,12.33,96.7,Disconnected,0.0
20027,2025-09-12T22:00:00,0.0,233.1,0,22.5,12.11,95.9,Disconnected,0.0
30029,2025-09-12T22:00:00,0.0,230.1,0,23.2,32.81,95.2,Disconnected,0.0
30035,2025-09-12T22:00:00,0.0,226.3,0,22.2,31.81,96.4,Disconnected,0.0
30041,2025-09-12T22:00:00,0.0,234.6,0,23.4,31.22,95.5,Disconnected,0.0
40044,2025-09-12T22:00:00,0.0,227.0,0,21.4,11.57,96.8,Disconnected,0.0
40045,2025-09-12T22:00:00,0.0,233.0,0,21.3,11.49,95.0,Disconnected,0.0
40046,2025-09-12T22:00:00,0.0,232.0,0,19.4,11.85,97.1,Disconnected,0.0
40048,2025-09-12T22:00:00,0.0,229.3,0,21.5,11.7,95.3,Disconnected,0.0
40049,2025-09-12T22:00:00,0.0,234.2,0,21.1,12.11,97.5,Disconnected,0.0
40051,2025-09-12T22:00:00,0.0,229.0,0,21.9,11.63,95.8,Disconnected,0.0
40055,2025-09-12T22:00:00,0.0,232.3,0,20.9,11.75,96.5,Disconnected,0.0
40059,2025-09-12T22:00:00,0.0,235.5,0,19.2,11.55,96.7,Disconnected,0.0
10006,2025-09-12T23:00:00,0.0,232.5,0,20.5,58.96,95.9,Disconnected,0.0
10008,2025-09-12T23:00:00,0.0,229.9,0,22.8,59.1,96.3,Disconnected,0.0
10010,2025-09-12T23:00:00,0.0,228.0,0,22.6,56.57,96.4,Disconnected,0.0
20018,2025-09-12T23:00:00,0.0,230.5,0,20.9,12.49,96.6,Disconnected,0.0
20020,2025-09-12T23:00:00,0.0,228.3,0,22.0,11.55,95.3,Disconnected,0.0
20025,2025-09-12T23:00:00,0.0,228.6,0,23.0,12.33,95.7,Disconnected,0.0
20027,2025-09-12T23:00:00,0.0,229.6,0,21.4,12.11,96.2,Disconnected,0.0
30029,2025-09-12T23:00:00,0.0,234.0,0,21.5,32.81,97.9,Disconnected,0.0
30035,2025-09-12T23:00:00,0.0,227.7,0,20.6,31.81,95.9,Disconnected,0.0
30041,2025-09-12T23:00:00,0.0,227.8,0,20.7,31.22,96.5,Disconnected,0.0
40044,2025-09-12T23:00:00,0.0,230.0,0,20.9,11.57,95.3,Disconnected,0.0
40045,2025-09-12T23:00:00,0.0,229.3,0,24.1,11.49,96.3,Disconnected,0.0
40046,2025-09-12T23:00:00,0.0,228.0,0,22.1,11.85,97.0,Disconnected,0.0
40048,2025-09-12T23:00:00,0.0,235.6,0,21.1,11.7,96.0,Disconnected,0.0
40049,2025-09-12T23:00:00,0.0,232.2,0,19.0,12.11,96.9,Disconnected,0.0
40051,2025-09-12T23:00:00,0.0,230.1,0,20.9,11.63,96.9,Disconnected,0.0
40055,2025-09-12T23:00:00,0.0,233.8,0,20.5,11.75,95.1,Disconnected,0.0
40059,2025-09-12T23:00:00,0.0,230.1,0,19.4,11.55,95.0,Disconnected,0.0
