meter_id,timestamp,current_consumption_kw,daily_import_kwh,daily_export_kwh,voltage_rms_v,power_factor,grid_connection_status
40047,2025-09-12T05:00:00,0.42,2.07,0.0,231.1,0.9,Connected
40048,2025-09-12T05:00:00,0.38,2.2,0.0,225.3,0.85,Connected
40049,2025-09-12T05:00:00,0.4,2.05,0.0,233.8,0.87,Connected
40050,2025-09-12T05:00:00,0.37,2.08,0.0,227.8,0.94,Connected
40051,2025-09-12T05:00:00,0.42,2.11,0.0,231.5,0.91,Connected
40052,2025-09-12T05:00:00,0.41,1.98,0.0,233.2,0.89,Connected
40053,2025-09-12T05:00:00,0.45,2.09,0.0,232.5,0.92,Connected
40054,2025-09-12T05:00:00,0.36,2.01,0.0,228.8,0.88,Connected
40055,2025-09-12T05:00:00,0.34,2.02,0.0,228.7,0.99,Connected
40056,2025-09-12T05:00:00,0.38,1.99,0.0,235.7,0.95,Connected
40057,2025-09-12T05:00:00,0.43,2.1,0.0,230.5,0.86,Connected
40058,2025-09-12T05:00:00,0.43,2.05,0.0,230.3,0.93,Connected
40059,2025-09-12T05:00:00,0.41,2.13,0.0,227.5,0.93,Connected
10000,2025-09-12T06:00:00,3.39,11.69,0.0,231.6,0.94,Connected
10001,2025-09-12T06:00:00,4.06,12.67,0.0,233.9,0.93,Connected
10002,2025-09-12T06:00:00,3.8,12.14,0.0,232.4,0.98,Connected
10003,2025-09-12T06:00:00,4.28,13.04,0.0,226.4,0.97,Connected
10004,2025-09-12T06:00:00,3.96,11.68,0.0,230.0,0.95,Connected
10005,2025-09-12T06:00:00,4.03,12.51,0.0,231.6,0.93,Connected
10006,2025-09-12T06:00:00,3.82,11.38,0.0,230.2,0.95,Connected
10007,2025-09-12T06:00:00,3.69,11.97,0.0,233.0,0.9,Connected
10008,2025-09-12T06:00:00,3.82,11.44,0.0,226.0,0.97,Connected
10009,2025-09-12T06:00:00,4.16,12.37,0.0,225.7,1.0,Connected
10010,2025-09-12T06:00:00,3.84,11.06,0.0,228.2,0.97,Connected
10011,2025-09-12T06:00:00,3.97,12.29,0.0,227.5,0.93,Connected
20012,2025-09-12T06:00:00,0.84,3.07,0.0,229.3,0.99,Connected
20013,2025-09-12T06:00:00,1.11,3.11,0.0,233.9,1.0,Connected
20014,2025-09-12T06:00:00,0.92,2.94,0.0,237.2,0.86,Connected
20015,2025-09-12T06:00:00,1.12,3.21,0.0,230.9,0.95,Connected
20016,2025-09-12T06:00:00,1.09,3.29,0.0,231.8,0.86,Connected
20017,2025-09-12T06:00:00,0.99,3.05,0.0,233.7,0.97,Connected
20018,2025-09-12T06:00:00,1.04,2.99,0.0,231.7,0.86,Connected
20019,2025-09-12T06:00:00,1.01,3.1,0.0,232.1,0.96,Connected
20020,2025-09-12T06:00:00,1.12,3.0,0.0,229.2,0.98,Connected
20021,2025-09-12T06:00:00,0.93,2.96,0.0,225.5,0.93,Connected
20022,2025-09-12T06:00:00,1.12,3.26,0.0,229.5,0.99,Connected
20023,2025-09-12T06:00:00,0.9,2.91,0.0,229.0,0.96,Connected
20024,2025-09-12T06:00:00,1.09,3.22,0.0,227.4,0.92,Connected
20025,2025-09-12T06:00:00,0.94,3.06,0.0,229.1,0.94,Connected
20026,2025-09-12T06:00:00,0.91,3.05,0.0,230.6,0.93,Connected
20027,2025-09-12T06:00:00,0.96,3.0,0.0,230.6,0.99,Connected
20028,2025-09-12T06:00:00,1.03,3.15,0.0,228.3,0.9,Connected
30029,2025-09-12T06:00:00,1.82,5.66,0.0,237.3,0.99,Connected
30030,2025-09-12T06:00:00,1.79,5.83,0.0,229.8,0.91,Connected
30031,2025-09-12T06:00:00,1.88,5.75,0.0,228.0,0.9,Connected
30032,2025-09-12T06:00:00,1.92,6.19,0.0,235.2,0.9,Connected
30033,2025-09-12T06:00:00,1.93,6.25,0.0,233.5,1.0,Connected
30034,2025-09-12T06:00:00,2.1,5.9,0.0,234.2,0.99,Connected
30035,2025-09-12T06:00:00,2.03,5.67,0.0,223.5,0.86,Connected
30036,2025-09-12T06:00:00,1.87,6.08,0.0,229.7,0.96,Connected
30037,2025-09-12T06:00:00,1.93,5.96,0.0,229.7,0.92,Connected
30038,2025-09-12T06:00:00,2.05,6.17,0.0,233.1,0.89,Connected
30039,2025-09-12T06:00:00,1.92,5.9,0.0,234.2,0.99,Connected
30040,2025-09-12T06:00:00,1.84,5.92,0.0,226.8,0.9,Connected
30041,2025-09-12T06:00:00,2.0,5.73,0.0,238.2,0.95,Connected
30042,2025-09-12T06:00:00,1.73,6.12,0.0,227.3,0.92,Connected
40043,2025-09-12T06:00:00,1.04,3.05,0.0,234.9,0.86,Connected
40044,2025-09-12T06:00:00,0.89,2.91,0.0,229.3,0.89,Connected
40045,2025-09-12T06:00:00,0.85,2.81,0.0,232.1,0.93,Connected
40046,2025-09-12T06:00:00,0.89,2.92,0.0,234.7,0.86,Connected
40047,2025-09-12T06:00:00,0.99,3.06,0.0,233.2,0.89,Connected
40048,2025-09-12T06:00:00,0.99,3.1,0.0,226.6,0.85,Connected
40049,2025-09-12T06:00:00,0.96,2.92,0.0,229.5,0.97,Connected
40050,2025-09-12T06:00:00,0.97,3.05,0.0,228.0,0.86,Connected
40051,2025-09-12T06:00:00,1.12,3.13,0.0,229.5,1.0,Connected
40052,2025-09-12T06:00:00,1.06,3.03,0.0,226.8,0.88,Connected
40053,2025-09-12T06:00:00,0.97,3.06,0.0,227.6,0.95,Connected
40054,2025-09-12T06:00:00,0.93,2.94,0.0,234.5,0.92,Connected
40055,2025-09-12T06:00:00,1.07,3.0,0.0,233.9,0.93,Connected
40056,2025-09-12T06:00:00,0.96,2.94,0.0,231.2,0.86,Connected
40057,2025-09-12T06:00:00,1.1,3.2,0.0,230.0,0.93,Connected
40058,2025-09-12T06:00:00,1.0,3.05,0.0,229.3,0.92,Connected
40059,2025-09-12T06:00:00,0.96,3.0,0.0,228.5,0.95,Connected
10000,2025-09-12T07:00:00,5.81,17.5,0.0,231.1,0.91,Connected
10001,2025-09-12T07:00:00,4.81,17.48,0.0,233.9,0.89,Connected
10002,2025-09-12T07:00:00,4.99,17.13,0.0,218.8,0.94,Connected
10003,2025-09-12T07:00:00,6.0,19.04,0.0,231.7,1.0,Connected
10004,2025-09-12T07:00:00,5.38,17.06,0.0,230.0,0.92,Connected
10005,2025-09-12T07:00:00,5.64,18.16,0.0,229.2,0.96,Connected
10006,2025-09-12T07:00:00,5.56,15.28,0.0,229.5,0.95,Connected
10007,2025-09-12T07:00:00,5.74,17.71,0.0,228.7,0.92,Connected
10008,2025-09-12T07:00:00,5.4,15.19,0.0,231.0,0.97,Connected
10009,2025-09-12T07:00:00,4.78,17.15,0.0,232.1,0.94,Connected
10010,2025-09-12T07:00:00,5.8,15.2,0.0,233.7,0.88,Connected
10011,2025-09-12T07:00:00,5.48,17.77,0.0,237.8,0.87,Connected
20012,2025-09-12T07:00:00,1.27,4.34,0.0,230.5,0.95,Connected
20013,2025-09-12T07:00:00,1.3,4.41,0.0,230.9,0.99,Connected
20014,2025-09-12T07:00:00,1.39,4.33,0.0,234.5,0.92,Connected
20015,2025-09-12T07:00:00,1.51,4.71,0.0,227.8,0.9,Connected
20016,2025-09-12T07:00:00,1.5,4.79,0.0,229.9,0.87,Connected
20017,2025-09-12T07:00:00,1.27,4.32,0.0,225.3,0.97,Connected
20018,2025-09-12T07:00:00,1.46,4.12,0.0,233.0,0.96,Connected
20019,2025-09-12T07:00:00,1.21,4.31,0.0,231.5,0.91,Connected
20020,2025-09-12T07:00:00,1.46,4.12,0.0,230.2,0.98,Connected
20021,2025-09-12T07:00:00,1.49,4.45,0.0,231.4,0.88,Connected
20022,2025-09-12T07:00:00,1.2,4.45,0.0,231.4,0.99,Connected
20023,2025-09-12T07:00:00,1.26,4.17,0.0,232.7,0.96,Connected
20024,2025-09-12T07:00:00,1.31,4.53,0.0,236.1,1.0,Connected
20025,2025-09-12T07:00:00,1.43,4.16,0.0,233.2,0.86,Connected
20026,2025-09-12T07:00:00,1.47,4.52,0.0,232.9,0.93,Connected
20027,2025-09-12T07:00:00,1.39,4.06,0.0,224.8,0.92,Connected
20028,2025-09-12T07:00:00,1.53,4.68,0.0,222.9,0.89,Connected
30029,2025-09-12T07:00:00,3.13,7.9,0.0,225.6,0.9,Connected
30030,2025-09-12T07:00:00,2.9,8.73,0.0,223.5,0.93,Connected
30031,2025-09-12T07:00:00,3.03,8.78,0.0,223.9,0.88,Connected
30032,2025-09-12T07:00:00,2.76,8.95,0.0,230.6,0.9,Connected
30033,2025-09-12T07:00:00,2.86,9.11,0.0,232.7,0.9,Connected
30034,2025-09-12T07:00:00,3.05,8.95,0.0,230.2,0.97,Connected
30035,2025-09-12T07:00:00,2.63,7.41,0.0,223.3,0.92,Connected
30036,2025-09-12T07:00:00,3.09,9.17,0.0,230.2,0.92,Connected
30037,2025-09-12T07:00:00,2.41,8.38,0.0,230.6,0.94,Connected
30038,2025-09-12T07:00:00,2.85,9.02,0.0,234.1,0.93,Connected
30039,2025-09-12T07:00:00,2.58,8.48,0.0,231.9,0.87,Connected
30040,2025-09-12T07:00:00,2.7,8.62,0.0,225.5,0.89,Connected
30041,2025-09-12T07:00:00,2.61,7.46,0.0,227.3,0.96,Connected
30042,2025-09-12T07:00:00,2.89,9.02,0.0,229.5,0.93,Connected
40043,2025-09-12T07:00:00,1.61,4.66,0.0,223.7,0.97,Connected
40044,2025-09-12T07:00:00,1.31,3.89,0.0,228.7,0.88,Connected
40045,2025-09-12T07:00:00,1.47,3.95,0.0,228.7,0.91,Connected
40046,2025-09-12T07:00:00,1.54,4.12,0.0,226.9,0.9,Connected
40047,2025-09-12T07:00:00,1.24,4.3,0.0,229.4,0.98,Connected
40048,2025-09-12T07:00:00,1.2,3.96,0.0,233.4,0.97,Connected
40049,2025-09-12T07:00:00,1.6,4.19,0.0,229.6,0.86,Connected
40050,2025-09-12T07:00:00,1.47,4.51,0.0,237.7,0.9,Connected
40051,2025-09-12T07:00:00,1.23,4.03,0.0,231.2,0.86,Connected
40052,2025-09-12T07:00:00,1.53,4.56,0.0,237.3,0.93,Connected
40053,2025-09-12T07:00:00,1.52,4.59,0.0,227.2,0.93,Connected
40054,2025-09-12T07:00:00,1.46,4.4,0.0,228.0,0.87,Connected
40055,2025-09-12T07:00:00,1.38,4.05,0.0,229.1,0.89,Connected
40056,2025-09-12T07:00:00,1.22,4.16,0.0,230.1,0.87,Connected
40057,2025-09-12T07:00:00,1.29,4.49,0.0,228.2,0.94,Connected
40058,2025-09-12T07:00:00,1.36,4.42,0.0,228.9,0.95,Connected
40059,2025-09-12T07:00:00,1.45,4.12,0.0,231.6,0.97,Connected
10000,2025-09-12T08:00:00,4.54,22.04,0.0,225.1,0.94,Connected
10001,2025-09-12T08:00:00,4.59,22.07,0.0,236.5,0.85,Connected
10002,2025-09-12T08:00:00,4.05,21.18,0.0,232.7,0.93,Connected
10003,2025-09-12T08:00:00,4.77,23.81,0.0,233.2,0.9,Connected
10004,2025-09-12T08:00:00,4.03,21.09,0.0,232.1,0.88,Connected
10005,2025-09-12T08:00:00,4.83,22.99,0.0,226.8,0.86,Connected
10006,2025-09-12T08:00:00,4.26,16.06,0.0,228.9,0.92,Connected
10007,2025-09-12T08:00:00,4.21,21.93,0.0,230.7,0.88,Connected
10008,2025-09-12T08:00:00,4.85,16.54,0.0,231.5,0.94,Connected
10009,2025-09-12T08:00:00,3.99,21.14,0.0,231.9,0.95,Connected
10010,2025-09-12T08:00:00,5.08,16.79,0.0,231.5,0.9,Connected
10011,2025-09-12T08:00:00,4.81,22.58,0.0,228.1,0.94,Connected
20012,2025-09-12T08:00:00,1.08,5.43,0.0,230.1,0.86,Connected
20013,2025-09-12T08:00:00,1.03,5.45,0.0,231.5,0.98,Connected
20014,2025-09-12T08:00:00,1.05,5.38,0.0,234.8,0.85,Connected
20015,2025-09-12T08:00:00,1.13,5.84,0.0,229.0,0.9,Connected
20016,2025-09-12T08:00:00,1.09,5.88,0.0,233.8,0.92,Connected
20017,2025-09-12T08:00:00,1.33,5.64,0.0,230.4,0.98,Connected
20018,2025-09-12T08:00:00,1.28,4.7,0.0,226.5,0.97,Connected
20019,2025-09-12T08:00:00,1.26,5.57,0.0,234.7,0.9,Connected
20020,2025-09-12T08:00:00,1.15,4.58,0.0,234.2,0.89,Connected
20021,2025-09-12T08:00:00,1.29,5.74,0.0,233.6,0.94,Connected
20022,2025-09-12T08:00:00,1.26,5.71,0.0,228.0,0.95,Connected
20023,2025-09-12T08:00:00,1.21,5.38,0.0,224.6,0.95,Connected
20024,2025-09-12T08:00:00,1.19,5.72,0.0,232.8,0.88,Connected
20025,2025-09-12T08:00:00,1.11,4.57,0.0,228.9,0.96,Connected
20026,2025-09-12T08:00:00,1.0,5.52,0.0,231.2,0.91,Connected
20027,2025-09-12T08:00:00,1.17,4.53,0.0,234.7,0.87,Connected
20028,2025-09-12T08:00:00,1.35,6.03,0.0,234.1,0.94,Connected
30029,2025-09-12T08:00:00,2.36,8.4,0.0,232.6,0.93,Connected
30030,2025-09-12T08:00:00,2.62,11.35,0.0,224.1,0.95,Connected
30031,2025-09-12T08:00:00,2.71,11.49,0.0,232.6,0.86,Connected
30032,2025-09-12T08:00:00,2.17,11.12,0.0,233.3,0.88,Connected
30033,2025-09-12T08:00:00,2.63,11.74,0.0,222.8,0.96,Connected
30034,2025-09-12T08:00:00,2.63,11.59,0.0,231.4,0.99,Connected
30035,2025-09-12T08:00:00,2.44,7.99,0.0,229.3,0.96,Connected
30036,2025-09-12T08:00:00,2.22,11.39,0.0,235.1,1.0,Connected
30037,2025-09-12T08:00:00,2.45,10.82,0.0,226.5,0.96,Connected
30038,2025-09-12T08:00:00,2.52,11.54,0.0,229.7,0.88,Connected
30039,2025-09-12T08:00:00,2.41,10.89,0.0,231.6,0.9,Connected
30040,2025-09-12T08:00:00,2.06,10.68,0.0,227.5,0.87,Connected
30041,2025-09-12T08:00:00,2.7,8.29,0.0,224.1,0.9,Connected
30042,2025-09-12T08:00:00,2.58,11.59,0.0,237.0,0.97,Connected
40043,2025-09-12T08:00:00,1.12,5.78,0.0,231.1,0.92,Connected
40044,2025-09-12T08:00:00,1.02,4.21,0.0,234.4,0.99,Connected
40045,2025-09-12T08:00:00,1.07,4.32,0.0,232.5,0.92,Connected
40046,2025-09-12T08:00:00,1.2,4.62,0.0,229.4,0.88,Connected
40047,2025-09-12T08:00:00,1.26,5.56,0.0,229.0,0.86,Connected
40048,2025-09-12T08:00:00,1.11,4.38,0.0,227.3,0.88,Connected
40049,2025-09-12T08:00:00,1.23,4.72,0.0,231.6,0.99,Connected
40050,2025-09-12T08:00:00,1.33,5.84,0.0,233.4,0.9,Connected
40051,2025-09-12T08:00:00,1.21,4.55,0.0,233.5,0.94,Connected
40052,2025-09-12T08:00:00,1.34,5.9,0.0,232.4,0.86,Connected
40053,2025-09-12T08:00:00,1.08,5.67,0.0,232.9,0.95,Connected
40054,2025-09-12T08:00:00,1.0,5.41,0.0,231.4,0.89,Connected
40055,2025-09-12T08:00:00,1.02,4.37,0.0,228.8,0.97,Connected
40056,2025-09-12T08:00:00,1.04,5.2,0.0,228.7,0.93,Connected
40057,2025-09-12T08:00:00,1.1,5.59,0.0,228.7,0.92,Connected
40058,2025-09-12T08:00:00,1.23,5.65,0.0,232.8,0.9,Connected
40059,2025-09-12T08:00:00,1.26,4.68,0.0,228.6,0.91,Connected
10000,2025-09-12T09:00:00,2.79,24.84,0.0,224.2,0.92,Connected
10001,2025-09-12T09:00:00,3.05,25.12,0.0,233.2,0.94,Connected
10002,2025-09-12T09:00:00,2.99,24.17,0.0,229.8,0.92,Connected
10003,2025-09-12T09:00:00,2.88,26.69,0.0,228.6,0.9,Connected
10004,2025-09-12T09:00:00,3.15,24.23,0.0,232.5,0.89,Connected
10005,2025-09-12T09:00:00,3.38,26.37,0.0,230.6,0.95,Connected
10006,2025-09-12T09:00:00,2.74,16.06,2.64,231.2,0.93,Connected
10007,2025-09-12T09:00:00,3.38,25.31,0.0,232.8,0.98,Connected
10008,2025-09-12T09:00:00,2.64,16.54,2.74,228.1,0.85,Connected
10009,2025-09-12T09:00:00,2.73,23.87,0.0,233.2,0.98,Connected
10010,2025-09-12T09:00:00,2.91,16.79,2.47,233.1,0.87,Connected
10011,2025-09-12T09:00:00,2.82,25.4,0.0,236.1,0.89,Connected
20012,2025-09-12T09:00:00,0.83,6.26,0.0,229.7,1.0,Connected
20013,2025-09-12T09:00:00,0.81,6.26,0.0,226.7,0.88,Connected
20014,2025-09-12T09:00:00,0.79,6.17,0.0,223.0,1.0,Connected
20015,2025-09-12T09:00:00,0.72,6.56,0.0,230.6,1.0,Connected
20016,2025-09-12T09:00:00,0.67,6.55,0.0,232.3,0.97,Connected
20017,2025-09-12T09:00:00,0.82,6.46,0.0,238.5,0.85,Connected
20018,2025-09-12T09:00:00,0.73,4.7,0.34,230.6,0.92,Connected
20019,2025-09-12T09:00:00,0.88,6.45,0.0,225.7,0.98,Connected
20020,2025-09-12T09:00:00,0.86,4.58,0.21,231.5,0.9,Connected
20021,2025-09-12T09:00:00,0.76,6.5,0.0,232.9,0.85,Connected
20022,2025-09-12T09:00:00,0.85,6.57,0.0,228.8,0.89,Connected
20023,2025-09-12T09:00:00,0.73,6.12,0.0,230.2,0.86,Connected
20024,2025-09-12T09:00:00,0.8,6.52,0.0,232.4,0.93,Connected
20025,2025-09-12T09:00:00,0.76,4.57,0.32,232.4,1.0,Connected
20026,2025-09-12T09:00:00,0.84,6.36,0.0,236.8,0.93,Connected
20027,2025-09-12T09:00:00,0.85,4.53,0.22,233.7,0.98,Connected
20028,2025-09-12T09:00:00,0.87,6.89,0.0,233.2,0.97,Connected
30029,2025-09-12T09:00:00,1.59,8.4,1.28,229.2,0.91,Connected
30030,2025-09-12T09:00:00,1.71,13.05,0.0,231.7,0.86,Connected
30031,2025-09-12T09:00:00,1.65,13.15,0.0,221.7,0.88,Connected
30032,2025-09-12T09:00:00,1.74,12.86,0.0,231.1,0.9,Connected
30033,2025-09-12T09:00:00,1.7,13.44,0.0,224.6,0.86,Connected
30034,2025-09-12T09:00:00,1.65,13.24,0.0,221.6,0.94,Connected
30035,2025-09-12T09:00:00,1.42,7.99,1.45,232.0,0.91,Connected
30036,2025-09-12T09:00:00,1.56,12.94,0.0,230.3,0.99,Connected
30037,2025-09-12T09:00:00,1.78,12.6,0.0,219.2,0.96,Connected
30038,2025-09-12T09:00:00,1.37,12.9,0.0,226.6,0.87,Connected
30039,2025-09-12T09:00:00,1.5,12.39,0.0,232.2,0.89,Connected
30040,2025-09-12T09:00:00,1.58,12.26,0.0,225.6,0.95,Connected
30041,2025-09-12T09:00:00,1.4,8.29,1.47,237.3,0.86,Connected
30042,2025-09-12T09:00:00,1.61,13.2,0.0,225.8,0.91,Connected
40043,2025-09-12T09:00:00,0.68,6.46,0.0,230.1,0.88,Connected
40044,2025-09-12T09:00:00,0.74,4.21,0.34,228.2,0.89,Connected
40045,2025-09-12T09:00:00,0.68,4.32,0.39,233.2,0.93,Connected
40046,2025-09-12T09:00:00,0.74,4.62,0.33,229.6,0.94,Connected
40047,2025-09-12T09:00:00,0.74,6.29,0.0,226.7,0.93,Connected
40048,2025-09-12T09:00:00,0.77,4.38,0.31,234.2,0.98,Connected
40049,2025-09-12T09:00:00,0.71,4.72,0.37,231.0,0.94,Connected
40050,2025-09-12T09:00:00,0.69,6.53,0.0,234.4,0.98,Connected
40051,2025-09-12T09:00:00,0.8,4.55,0.28,232.2,0.98,Connected
40052,2025-09-12T09:00:00,0.72,6.62,0.0,223.1,0.99,Connected
40053,2025-09-12T09:00:00,0.81,6.48,0.0,236.4,0.9,Connected
40054,2025-09-12T09:00:00,0.74,6.14,0.0,230.6,0.95,Connected
40055,2025-09-12T09:00:00,0.88,4.37,0.2,234.9,0.85,Connected
40056,2025-09-12T09:00:00,0.69,5.89,0.0,224.7,0.92,Connected
40057,2025-09-12T09:00:00,0.7,6.3,0.0,235.7,0.9,Connected
40058,2025-09-12T09:00:00,0.73,6.38,0.0,229.4,0.95,Connected
40059,2025-09-12T09:00:00,0.75,4.68,0.33,225.3,1.0,Connected
10000,2025-09-12T10:00:00,2.52,27.36,0.0,234.7,0.95,Connected
10001,2025-09-12T10:00:00,2.8,27.92,0.0,230.0,0.91,Connected
10002,2025-09-12T10:00:00,2.53,26.7,0.0,230.8,0.86,Connected
10003,2025-09-12T10:00:00,2.71,29.4,0.0,235.3,1.0,Connected
10004,2025-09-12T10:00:00,2.84,27.07,0.0,229.9,0.93,Connected
10005,2025-09-12T10:00:00,2.72,29.09,0.0,227.6,0.85,Connected
10006,2025-09-12T10:00:00,2.39,16.06,7.2,227.8,0.88,Connected
10007,2025-09-12T10:00:00,2.39,27.7,0.0,233.3,0.99,Connected
10008,2025-09-12T10:00:00,3.04,16.54,6.65,231.5,0.98,Connected
10009,2025-09-12T10:00:00,2.42,26.28,0.0,231.8,0.95,Connected
10010,2025-09-12T10:00:00,3.04,16.79,6.37,231.7,0.96,Connected
10011,2025-09-12T10:00:00,3.02,28.42,0.0,227.5,1.0,Connected
20012,2025-09-12T10:00:00,0.74,7.0,0.0,228.9,0.94,Connected
20013,2025-09-12T10:00:00,0.7,6.96,0.0,226.5,0.85,Connected
20014,2025-09-12T10:00:00,0.76,6.93,0.0,229.0,0.99,Connected
20015,2025-09-12T10:00:00,0.63,7.19,0.0,226.1,0.96,Connected
20016,2025-09-12T10:00:00,0.58,7.13,0.0,233.4,0.98,Connected
20017,2025-09-12T10:00:00,0.65,7.11,0.0,228.6,0.9,Connected
20018,2025-09-12T10:00:00,0.72,4.7,1.02,231.4,0.99,Connected
20019,2025-09-12T10:00:00,0.64,7.09,0.0,225.1,0.91,Connected
20020,2025-09-12T10:00:00,0.73,4.58,0.87,237.1,0.93,Connected
20021,2025-09-12T10:00:00,0.75,7.25,0.0,229.6,0.93,Connected
20022,2025-09-12T10:00:00,0.76,7.32,0.0,231.0,0.85,Connected
20023,2025-09-12T10:00:00,0.75,6.86,0.0,228.2,0.88,Connected
20024,2025-09-12T10:00:00,0.74,7.26,0.0,231.0,0.95,Connected
20025,2025-09-12T10:00:00,0.61,4.57,1.09,231.7,0.99,Connected
20026,2025-09-12T10:00:00,0.75,7.11,0.0,231.7,0.96,Connected
20027,2025-09-12T10:00:00,0.77,4.53,0.84,229.4,0.92,Connected
20028,2025-09-12T10:00:00,0.63,7.52,0.0,231.8,0.99,Connected
30029,2025-09-12T10:00:00,1.53,8.4,3.46,227.5,0.85,Connected
30030,2025-09-12T10:00:00,1.55,14.61,0.0,228.0,0.91,Connected
30031,2025-09-12T10:00:00,1.51,14.65,0.0,234.2,0.92,Connected
30032,2025-09-12T10:00:00,1.18,14.04,0.0,231.3,0.97,Connected
30033,2025-09-12T10:00:00,1.17,14.61,0.0,232.2,0.91,Connected
30034,2025-09-12T10:00:00,1.51,14.75,0.0,231.6,0.96,Connected
30035,2025-09-12T10:00:00,1.48,7.99,3.68,228.0,0.95,Connected
30036,2025-09-12T10:00:00,1.36,14.3,0.0,226.6,0.93,Connected
30037,2025-09-12T10:00:00,1.33,13.93,0.0,231.8,0.93,Connected
30038,2025-09-12T10:00:00,1.44,14.34,0.0,230.7,0.89,Connected
30039,2025-09-12T10:00:00,1.32,13.71,0.0,231.8,0.98,Connected
30040,2025-09-12T10:00:00,1.45,13.71,0.0,226.1,0.93,Connected
30041,2025-09-12T10:00:00,1.37,8.29,3.81,234.2,0.95,Connected
30042,2025-09-12T10:00:00,1.42,14.62,0.0,232.0,0.91,Connected
40043,2025-09-12T10:00:00,0.74,7.2,0.0,234.1,0.88,Connected
40044,2025-09-12T10:00:00,0.63,4.21,1.1,233.9,0.92,Connected
40045,2025-09-12T10:00:00,0.74,4.32,1.04,229.0,0.98,Connected
40046,2025-09-12T10:00:00,0.61,4.62,1.12,229.0,0.91,Connected
40047,2025-09-12T10:00:00,0.68,6.97,0.0,231.1,1.0,Connected
40048,2025-09-12T10:00:00,0.62,4.38,1.08,232.3,0.93,Connected
40049,2025-09-12T10:00:00,0.68,4.72,1.07,234.8,0.91,Connected
40050,2025-09-12T10:00:00,0.7,7.23,0.0,233.9,0.89,Connected
40051,2025-09-12T10:00:00,0.68,4.55,0.99,231.2,0.96,Connected
40052,2025-09-12T10:00:00,0.73,7.36,0.0,226.9,0.87,Connected
40053,2025-09-12T10:00:00,0.62,7.1,0.0,227.2,0.91,Connected
40054,2025-09-12T10:00:00,0.64,6.78,0.0,232.9,1.0,Connected
40055,2025-09-12T10:00:00,0.68,4.37,0.91,226.7,0.9,Connected
40056,2025-09-12T10:00:00,0.71,6.6,0.0,223.0,0.92,Connected
40057,2025-09-12T10:00:00,0.74,7.03,0.0,225.5,0.93,Connected
40058,2025-09-12T10:00:00,0.77,7.15,0.0,230.2,0.93,Connected
40059,2025-09-12T10:00:00,0.76,4.68,0.96,231.4,0.97,Connected
10000,2025-09-12T11:00:00,2.63,29.99,0.0,229.5,0.92,Connected
10001,2025-09-12T11:00:00,2.67,30.59,0.0,232.0,1.0,Connected
10002,2025-09-12T11:00:00,2.66,29.36,0.0,226.9,0.99,Connected
10003,2025-09-12T11:00:00,2.37,31.77,0.0,228.0,0.99,Connected
10004,2025-09-12T11:00:00,2.51,29.58,0.0,229.9,0.95,Connected
10005,2025-09-12T11:00:00,2.73,31.82,0.0,226.3,0.99,Connected
10006,2025-09-12T11:00:00,2.61,16.06,12.63,225.8,0.95,Connected
10007,2025-09-12T11:00:00,2.63,30.34,0.0,233.6,0.89,Connected
10008,2025-09-12T11:00:00,2.36,16.54,12.33,229.2,0.89,Connected
10009,2025-09-12T11:00:00,2.91,29.2,0.0,232.5,0.95,Connected
10010,2025-09-12T11:00:00,2.83,16.79,11.58,227.1,0.95,Connected
10011,2025-09-12T11:00:00,2.82,31.25,0.0,232.3,0.99,Connected
20012,2025-09-12T11:00:00,0.58,7.58,0.0,232.2,0.87,Connected
20013,2025-09-12T11:00:00,0.63,7.59,0.0,228.7,0.88,Connected
20014,2025-09-12T11:00:00,0.67,7.6,0.0,225.9,0.94,Connected
20015,2025-09-12T11:00:00,0.71,7.9,0.0,229.0,0.96,Connected
20016,2025-09-12T11:00:00,0.66,7.79,0.0,228.9,0.86,Connected
20017,2025-09-12T11:00:00,0.7,7.81,0.0,228.7,0.89,Connected
20018,2025-09-12T11:00:00,0.62,4.7,2.0,226.1,1.0,Connected
20019,2025-09-12T11:00:00,0.62,7.7,0.0,230.2,0.95,Connected
20020,2025-09-12T11:00:00,0.63,4.58,1.85,235.3,0.92,Connected
20021,2025-09-12T11:00:00,0.61,7.86,0.0,235.8,0.99,Connected
20022,2025-09-12T11:00:00,0.7,8.03,0.0,233.9,0.9,Connected
20023,2025-09-12T11:00:00,0.65,7.52,0.0,231.7,0.98,Connected
20024,2025-09-12T11:00:00,0.61,7.87,0.0,233.4,0.86,Connected
20025,2025-09-12T11:00:00,0.64,4.57,2.06,229.7,0.93,Connected
20026,2025-09-12T11:00:00,0.63,7.74,0.0,226.1,0.88,Connected
20027,2025-09-12T11:00:00,0.68,4.53,1.77,230.6,0.94,Connected
20028,2025-09-12T11:00:00,0.66,8.18,0.0,231.9,0.87,Connected
30029,2025-09-12T11:00:00,1.3,8.4,6.45,238.2,0.91,Connected
30030,2025-09-12T11:00:00,1.47,16.08,0.0,228.6,0.94,Connected
30031,2025-09-12T11:00:00,1.3,15.96,0.0,234.2,0.87,Connected
30032,2025-09-12T11:00:00,1.42,15.46,0.0,235.0,0.87,Connected
30033,2025-09-12T11:00:00,1.4,16.01,0.0,223.4,0.91,Connected
30034,2025-09-12T11:00:00,1.33,16.08,0.0,230.9,0.91,Connected
