timestamp,month,hour,weekday,day_type,irradiance_w_m2,solar_generation_kw,cloud_cover_pct,temperature_c,wind_speed_m_s,home_demand_kw,ev_demand_kw,total_demand_kw,balance_kw,status,grid_price_inr_per_kwh,p2p_sell_price_inr,p2p_buy_price_inr,bescom_feed_in_inr
2024-04-25 02:00,4,2,3,weekday,0,0,38.9,22.2,4.2,6.79,0.0,6.79,-6.79,DEFICIT,4.79,3.52,4.07,2.25
2024-04-25 03:00,4,3,3,weekday,0,0,44.0,23.3,4.4,5.92,3.64,9.56,-9.56,DEFICIT,4.85,3.55,4.12,2.25
2024-04-25 04:00,4,4,3,weekday,0,0,39.4,22.9,3.9,5.04,3.4,8.44,-8.44,DEFICIT,4.38,3.32,3.73,2.25
2024-04-25 05:00,4,5,3,weekday,0,0,55.7,23.1,4.5,9.21,0.0,9.21,-9.21,DEFICIT,4.37,3.31,3.71,2.25
2024-04-25 06:00,4,6,3,weekday,52.3,5.31,45.1,24.5,3.4,23.38,0,23.38,-18.07,DEFICIT,6.17,4.21,5.25,2.25
2024-04-25 07:00,4,7,3,weekday,186.4,18.78,34.8,26.6,4.4,29.56,0.0,29.56,-10.79,DEFICIT,6.45,4.35,5.49,2.25
2024-04-25 08:00,4,8,3,weekday,343.9,34.32,48.2,29.0,2.0,24.54,0.0,24.54,9.78,SURPLUS,5.63,3.94,4.78,2.25
2024-04-25 09:00,4,9,3,weekday,565.0,56.48,33.2,28.6,3.2,15.41,7.58,22.99,33.49,SURPLUS,5.74,3.99,4.88,2.25
2024-04-25 10:00,4,10,3,weekday,700.3,69.91,47.5,28.9,3.6,13.04,0,13.04,56.87,SURPLUS,3.89,3.07,3.31,2.25
2024-04-25 11:00,4,11,3,weekday,854.1,84.61,40.1,30.7,4.5,14.85,0,14.85,69.76,SURPLUS,3.39,2.82,2.88,2.25
2024-04-25 12:00,4,12,3,weekday,971.0,96.17,43.8,30.8,5.6,14.77,0,14.77,81.4,SURPLUS,3.61,2.93,3.07,2.25
2024-04-25 13:00,4,13,3,weekday,862.9,85.45,39.4,30.9,3.8,15.29,0,15.29,70.16,SURPLUS,3.84,3.04,3.26,2.25
2024-04-25 14:00,4,14,3,weekday,850.3,83.5,56.4,32.9,4.0,16.45,0,16.45,67.05,SURPLUS,3.73,2.99,3.17,2.25
2024-04-25 15:00,4,15,3,weekday,529.0,52.35,57.5,31.0,4.8,14.33,0,14.33,38.02,SURPLUS,3.39,2.82,2.88,2.25
2024-04-25 16:00,4,16,3,weekday,407.5,40.09,41.9,32.5,4.4,21.14,0,21.14,18.96,SURPLUS,6.73,4.49,5.72,2.25
2024-04-25 17:00,4,17,3,weekday,209.3,20.79,52.5,30.0,4.3,23.91,0,23.91,-3.11,BALANCED,6.49,4.37,5.52,2.25
2024-04-25 18:00,4,18,3,weekday,47.4,4.74,40.8,28.7,4.3,39.41,7.85,47.26,-42.52,DEFICIT,7.13,4.69,6.06,2.25
2024-04-25 19:00,4,19,3,weekday,0,0,42.4,27.7,3.7,40.62,8.14,48.76,-48.76,DEFICIT,6.74,4.5,5.73,2.25
2024-04-25 20:00,4,20,3,weekday,0,0,47.4,26.1,4.2,32.07,18.53,50.6,-50.6,DEFICIT,6.74,4.5,5.73,2.25
2024-04-25 21:00,4,21,3,weekday,0,0,44.3,26.5,3.0,28.48,19.02,47.5,-47.5,DEFICIT,6.62,4.43,5.63,2.25
2024-04-25 22:00,4,22,3,weekday,0,0,48.8,22.6,3.4,19.61,0.0,19.61,-19.61,DEFICIT,4.42,3.34,3.76,2.25
2024-04-25 23:00,4,23,3,weekday,0,0,45.8,23.9,4.6,15.11,0,15.11,-15.11,DEFICIT,4.68,3.46,3.98,2.25
2024-04-26 00:00,4,0,4,weekday,0,0,30.7,20.8,3.4,12.48,0.0,12.48,-12.48,DEFICIT,4.13,3.19,3.51,2.25
2024-04-26 01:00,4,1,4,weekday,0,0,43.9,22.2,2.3,7.12,3.02,10.13,-10.13,DEFICIT,4.58,3.42,3.89,2.25
2024-04-26 02:00,4,2,4,weekday,0,0,28.4,23.0,3.2,7.27,0.0,7.27,-7.27,DEFICIT,4.51,3.38,3.84,2.25
2024-04-26 03:00,4,3,4,weekday,0,0,34.4,21.2,2.9,5.56,0.0,5.56,-5.56,DEFICIT,4.39,3.32,3.73,2.25
2024-04-26 04:00,4,4,4,weekday,0,0,40.2,21.3,4.0,5.18,5.27,10.45,-10.45,DEFICIT,4.25,3.25,3.61,2.25
2024-04-26 05:00,4,5,4,weekday,0,0,43.3,23.4,3.5,9.7,4.27,13.97,-13.97,DEFICIT,5.03,3.64,4.28,2.25
2024-04-26 06:00,4,6,4,weekday,36.0,3.65,28.2,22.6,3.5,22.6,0,22.6,-18.96,DEFICIT,6.04,4.15,5.14,2.25
2024-04-26 07:00,4,7,4,weekday,131.7,13.32,24.8,25.6,3.1,26.63,0.0,26.63,-13.31,DEFICIT,5.77,4.01,4.91,2.25
2024-04-26 08:00,4,8,4,weekday,245.4,24.62,35.4,27.6,2.8,24.74,0.0,24.74,-0.12,BALANCED,5.69,3.97,4.83,2.25
2024-04-26 09:00,4,9,4,weekday,484.5,48.9,20.6,26.2,3.5,15.93,0.0,15.93,32.96,SURPLUS,5.8,4.03,4.93,2.25
2024-04-26 10:00,4,10,4,weekday,536.7,53.26,30.9,30.3,3.6,14.33,0,14.33,38.93,SURPLUS,3.73,2.99,3.17,2.25
2024-04-26 11:00,4,11,4,weekday,829.4,83.08,40.1,28.0,5.2,17.55,0,17.55,65.53,SURPLUS,3.94,3.1,3.35,2.25
2024-04-26 12:00,4,12,4,weekday,759.7,74.96,39.1,31.7,5.7,16.1,0,16.1,58.86,SURPLUS,3.63,2.94,3.08,2.25
2024-04-26 13:00,4,13,4,weekday,776.7,77.41,30.9,29.3,3.4,13.99,0,13.99,63.42,SURPLUS,4.37,3.31,3.71,2.25
2024-04-26 14:00,4,14,4,weekday,617.2,59.96,43.3,35.5,4.5,13.95,0,13.95,46.01,SURPLUS,4.01,3.13,3.41,2.25
2024-04-26 15:00,4,15,4,weekday,437.3,43.58,22.0,29.3,6.1,14.45,0,14.45,29.13,SURPLUS,3.68,2.96,3.12,2.25
2024-04-26 16:00,4,16,4,weekday,331.2,32.63,39.5,32.1,5.4,18.16,0,18.16,14.47,SURPLUS,6.51,4.38,5.53,2.25
2024-04-26 17:00,4,17,4,weekday,162.6,16.23,36.6,28.9,4.1,21.56,0,21.56,-5.33,DEFICIT,6.5,4.37,5.52,2.25
2024-04-26 18:00,4,18,4,weekday,34.9,3.5,24.1,28.2,5.1,34.14,0.0,34.14,-30.65,DEFICIT,6.7,4.48,5.7,2.25
2024-04-26 19:00,4,19,4,weekday,0,0,36.7,26.4,3.7,39.28,9.83,49.11,-49.11,DEFICIT,6.65,4.45,5.65,2.25
2024-04-26 20:00,4,20,4,weekday,0,0,40.3,27.3,4.1,33.99,14.38,48.37,-48.37,DEFICIT,6.64,4.45,5.65,2.25
2024-04-26 21:00,4,21,4,weekday,0,0,46.7,24.8,4.7,28.47,20.09,48.56,-48.56,DEFICIT,6.83,4.54,5.8,2.25
2024-04-26 22:00,4,22,4,weekday,0,0,22.4,26.2,3.8,19.11,11.67,30.78,-30.78,DEFICIT,4.64,3.44,3.94,2.25
2024-04-26 23:00,4,23,4,weekday,0,0,29.6,25.6,4.0,16.43,0,16.43,-16.43,DEFICIT,4.11,3.18,3.49,2.25
2024-04-27 00:00,4,0,5,weekend,0,0,45.5,22.5,5.1,12.09,0.0,12.09,-12.09,DEFICIT,4.75,3.5,4.04,2.25
2024-04-27 01:00,4,1,5,weekend,0,0,41.2,21.8,3.3,8.79,0.0,8.79,-8.79,DEFICIT,4.53,3.39,3.85,2.25
2024-04-27 02:00,4,2,5,weekend,0,0,38.3,23.4,4.4,9.1,2.42,11.52,-11.52,DEFICIT,4.14,3.2,3.52,2.25
2024-04-27 03:00,4,3,5,weekend,0,0,36.9,22.0,3.6,6.54,5.11,11.65,-11.65,DEFICIT,4.6,3.42,3.91,2.25
2024-04-27 04:00,4,4,5,weekend,0,0,36.7,21.6,3.8,5.99,0.0,5.99,-5.99,DEFICIT,5.0,3.63,4.25,2.25
2024-04-27 05:00,4,5,5,weekend,0,0,61.8,22.9,2.9,8.18,0.0,8.18,-8.18,DEFICIT,4.53,3.39,3.85,2.25
2024-04-27 06:00,4,6,5,weekend,43.4,4.4,47.0,24.9,5.0,24.82,0,24.82,-20.42,DEFICIT,5.57,3.91,4.73,2.25
2024-04-27 07:00,4,7,5,weekend,159.5,16.15,43.0,25.3,5.1,36.98,3.83,40.81,-24.66,DEFICIT,5.71,3.98,4.86,2.25
2024-04-27 08:00,4,8,5,weekend,298.3,29.95,38.8,27.5,4.7,27.14,8.19,35.32,-5.38,DEFICIT,5.9,4.08,5.02,2.25
2024-04-27 09:00,4,9,5,weekend,541.4,53.87,21.7,29.7,3.3,18.87,10.72,29.58,24.29,SURPLUS,6.23,4.24,5.3,2.25
2024-04-27 10:00,4,10,5,weekend,683.4,68.32,36.8,28.5,3.9,15.81,0,15.81,52.51,SURPLUS,4.0,3.12,3.4,2.25
2024-04-27 11:00,4,11,5,weekend,835.4,83.96,46.8,27.2,3.4,15.8,0,15.8,68.16,SURPLUS,3.5,2.87,2.97,2.25
2024-04-27 12:00,4,12,5,weekend,776.2,77.27,40.8,29.5,3.4,16.95,0,16.95,60.33,SURPLUS,3.99,3.12,3.39,2.25
2024-04-27 13:00,4,13,5,weekend,667.5,66.31,33.2,30.1,5.6,17.76,0,17.76,48.56,SURPLUS,3.77,3.01,3.2,2.25
2024-04-27 14:00,4,14,5,weekend,792.8,77.21,30.1,34.9,3.5,14.1,0,14.1,63.11,SURPLUS,3.99,3.12,3.39,2.25
2024-04-27 15:00,4,15,5,weekend,554.7,55.29,37.5,29.3,4.3,19.53,0,19.53,35.76,SURPLUS,3.57,2.91,3.04,2.25
2024-04-27 16:00,4,16,5,weekend,390.5,38.94,56.4,29.2,5.7,22.43,0,22.43,16.51,SURPLUS,7.05,4.65,5.99,2.25
2024-04-27 17:00,4,17,5,weekend,165.2,16.64,34.0,26.7,4.4,29.53,0,29.53,-12.89,DEFICIT,6.2,4.22,5.27,2.25
2024-04-27 18:00,4,18,5,weekend,44.7,4.4,40.8,32.2,4.5,29.31,0.0,29.31,-24.91,DEFICIT,6.83,4.54,5.8,2.25
2024-04-27 19:00,4,19,5,weekend,0,0,47.8,24.4,2.6,45.37,21.42,66.79,-66.79,DEFICIT,6.72,4.49,5.71,2.25
2024-04-27 20:00,4,20,5,weekend,0,0,34.5,24.2,4.6,37.91,8.52,46.43,-46.43,DEFICIT,6.33,4.29,5.38,2.25
2024-04-27 21:00,4,21,5,weekend,0,0,47.3,26.7,3.7,32.0,15.94,47.95,-47.95,DEFICIT,7.1,4.68,6.04,2.25
2024-04-27 22:00,4,22,5,weekend,0,0,38.7,25.6,3.6,19.61,0.0,19.61,-19.61,DEFICIT,4.29,3.27,3.65,2.25
2024-04-27 23:00,4,23,5,weekend,0,0,36.4,26.3,3.2,17.81,0,17.81,-17.81,DEFICIT,4.55,3.4,3.87,2.25
2024-04-28 00:00,4,0,6,weekend,0,0,36.4,25.1,1.7,11.69,0.0,11.69,-11.69,DEFICIT,4.45,3.35,3.78,2.25
2024-04-28 01:00,4,1,6,weekend,0,0,34.8,23.9,4.9,9.34,3.72,13.05,-13.05,DEFICIT,5.0,3.63,4.25,2.25
2024-04-28 02:00,4,2,6,weekend,0,0,33.9,23.4,3.9,7.69,2.45,10.14,-10.14,DEFICIT,4.07,3.16,3.46,2.25
2024-04-28 03:00,4,3,6,weekend,0,0,37.6,23.1,4.4,6.78,0.0,6.78,-6.78,DEFICIT,4.09,3.17,3.47,2.25
2024-04-28 04:00,4,4,6,weekend,0,0,40.7,22.8,4.5,7.48,2.2,9.68,-9.68,DEFICIT,4.89,3.57,4.16,2.25
2024-04-28 05:00,4,5,6,weekend,0,0,21.3,22.6,4.3,9.78,5.13,14.91,-14.91,DEFICIT,4.32,3.28,3.67,2.25
2024-04-28 06:00,4,6,6,weekend,31.3,3.17,31.5,24.1,3.1,24.94,0,24.94,-21.77,DEFICIT,5.95,4.1,5.06,2.25
2024-04-28 07:00,4,7,6,weekend,121.3,12.3,45.3,25.0,3.5,32.07,8.14,40.21,-27.9,DEFICIT,5.39,3.82,4.58,2.25
2024-04-28 08:00,4,8,6,weekend,237.8,23.82,30.1,28.0,3.4,26.95,9.91,36.86,-13.05,DEFICIT,5.63,3.94,4.79,2.25
2024-04-28 09:00,4,9,6,weekend,374.3,37.74,35.9,26.4,4.7,21.8,0.0,21.8,15.94,SURPLUS,6.07,4.16,5.16,2.25
2024-04-28 10:00,4,10,6,weekend,507.0,50.44,20.9,29.7,4.2,13.44,0,13.44,37.0,SURPLUS,4.06,3.15,3.45,2.25
2024-04-28 11:00,4,11,6,weekend,608.5,60.79,34.0,28.7,4.5,16.12,0,16.12,44.67,SURPLUS,3.54,2.9,3.01,2.25
2024-04-28 12:00,4,12,6,weekend,647.5,63.57,32.0,32.9,6.1,21.52,0,21.52,42.06,SURPLUS,3.76,3.0,3.19,2.25
2024-04-28 13:00,4,13,6,weekend,605.8,59.68,23.2,32.1,4.0,17.46,0,17.46,42.21,SURPLUS,3.88,3.06,3.3,2.25
2024-04-28 14:00,4,14,6,weekend,465.2,45.73,31.7,32.6,5.1,18.62,0,18.62,27.11,SURPLUS,3.35,2.8,2.85,2.25
2024-04-28 15:00,4,15,6,weekend,394.3,38.98,29.1,31.2,4.2,17.81,0,17.81,21.18,SURPLUS,4.2,3.22,3.57,2.25
2024-04-28 16:00,4,16,6,weekend,316.9,31.39,44.7,30.7,4.4,18.77,0,18.77,12.63,SURPLUS,6.68,4.46,5.68,2.25
2024-04-28 17:00,4,17,6,weekend,144.0,14.43,28.8,27.9,1.4,24.66,0,24.66,-10.23,DEFICIT,7.32,4.78,6.22,2.25
2024-04-28 18:00,4,18,6,weekend,34.1,3.43,30.5,27.1,1.9,44.53,10.04,54.57,-51.14,DEFICIT,6.82,4.53,5.79,2.25
2024-04-28 19:00,4,19,6,weekend,0,0,35.4,26.1,2.1,46.28,11.17,57.45,-57.45,DEFICIT,6.95,4.6,5.91,2.25
2024-04-28 20:00,4,20,6,weekend,0,0,36.1,25.7,2.7,37.15,10.75,47.9,-47.9,DEFICIT,7.18,4.71,6.1,2.25
2024-04-28 21:00,4,21,6,weekend,0,0,37.8,24.7,3.9,31.5,20.72,52.22,-52.22,DEFICIT,6.47,4.36,5.5,2.25
2024-04-28 22:00,4,22,6,weekend,0,0,32.6,25.1,3.4,20.52,14.47,35.0,-35.0,DEFICIT,4.53,3.39,3.85,2.25
2024-04-28 23:00,4,23,6,weekend,0,0,21.7,25.6,4.4,14.77,0,14.77,-14.77,DEFICIT,4.35,3.3,3.7,2.25
2024-04-29 00:00,4,0,0,weekday,0,0,11.8,22.9,3.2,8.99,2.49,11.48,-11.48,DEFICIT,4.88,3.57,4.15,2.25
2024-04-29 01:00,4,1,0,weekday,0,0,15.5,24.5,3.5,7.7,0.0,7.7,-7.7,DEFICIT,3.94,3.1,3.35,2.25
2024-04-29 02:00,4,2,0,weekday,0,0,27.0,24.6,3.7,6.94,2.99,9.94,-9.94,DEFICIT,3.96,3.11,3.37,2.25
2024-04-29 03:00,4,3,0,weekday,0,0,9.7,20.3,4.6,5.52,2.54,8.06,-8.06,DEFICIT,3.4,2.83,2.89,2.25
2024-04-29 04:00,4,4,0,weekday,0,0,22.5,23.9,3.3,5.82,0.0,5.82,-5.82,DEFICIT,4.83,3.54,4.1,2.25
2024-04-29 05:00,4,5,0,weekday,0,0,29.3,23.1,3.5,7.75,0.0,7.75,-7.75,DEFICIT,4.08,3.17,3.47,2.25
2024-04-29 06:00,4,6,0,weekday,15.0,1.52,11.9,23.2,3.7,22.3,0,22.3,-20.79,DEFICIT,5.36,3.81,4.56,2.25
2024-04-29 07:00,4,7,0,weekday,50.5,5.12,10.5,22.6,5.5,24.56,15.96,40.53,-35.4,DEFICIT,5.78,4.02,4.91,2.25
2024-04-29 08:00,4,8,0,weekday,108.3,10.88,20.0,27.2,3.9,26.53,10.76,37.3,-26.42,DEFICIT,5.88,4.06,5.0,2.25
2024-04-29 09:00,4,9,0,weekday,171.1,17.08,18.0,28.9,4.6,15.39,6.62,22.02,-4.94,BALANCED,6.15,4.2,5.23,2.25
2024-04-29 10:00,4,10,0,weekday,261.1,25.75,37.7,31.9,4.2,15.88,0,15.88,9.87,SURPLUS,3.61,2.93,3.07,2.25
2024-04-29 11:00,4,11,0,weekday,240.3,23.76,7.6,31.2,3.0,16.26,0,16.26,7.5,SURPLUS,3.8,3.03,3.23,2.25
2024-04-29 12:00,4,12,0,weekday,295.8,29.01,14.6,33.2,3.3,17.69,0,17.69,11.32,SURPLUS,3.76,3.01,3.2,2.25
2024-04-29 13:00,4,13,0,weekday,210.1,20.89,16.4,29.9,4.5,14.87,0,14.87,6.02,SURPLUS,3.29,2.77,2.8,2.25
2024-04-29 14:00,4,14,0,weekday,239.4,23.62,11.8,31.7,4.5,15.18,0,15.18,8.44,SURPLUS,4.19,3.22,3.57,2.25
2024-04-29 15:00,4,15,0,weekday,193.6,19.06,10.5,32.2,3.1,13.94,0,13.94,5.12,SURPLUS,3.93,3.09,3.34,2.25
2024-04-29 16:00,4,16,0,weekday,140.2,13.91,8.3,30.4,2.8,18.61,0,18.61,-4.7,BALANCED,6.46,4.36,5.5,2.25
2024-04-29 17:00,4,17,0,weekday,54.2,5.43,9.1,28.3,3.7,22.91,0,22.91,-17.49,DEFICIT,7.33,4.79,6.23,2.25
2024-04-29 18:00,4,18,0,weekday,15.0,1.51,21.8,27.3,4.0,32.29,16.28,48.57,-47.07,DEFICIT,6.79,4.52,5.77,2.25
2024-04-29 19:00,4,19,0,weekday,0,0,31.7,28.4,4.4,43.6,18.53,62.12,-62.12,DEFICIT,6.06,4.16,5.15,2.25
2024-04-29 20:00,4,20,0,weekday,0,0,18.6,26.3,5.0,39.26,11.91,51.17,-51.17,DEFICIT,7.31,4.78,6.21,2.25
2024-04-29 21:00,4,21,0,weekday,0,0,9.7,27.6,4.9,25.06,14.63,39.69,-39.69,DEFICIT,6.7,4.48,5.7,2.25
2024-04-29 22:00,4,22,0,weekday,0,0,22.7,26.5,4.0,18.62,0.0,18.62,-18.62,DEFICIT,4.46,3.36,3.79,2.25
2024-04-29 23:00,4,23,0,weekday,0,0,22.2,27.7,3.9,13.32,0,13.32,-13.32,DEFICIT,4.7,3.47,3.99,2.25
2024-04-30 00:00,4,0,1,weekday,0,0,28.1,24.5,5.5,9.25,5.12,14.38,-14.38,DEFICIT,4.36,3.3,3.7,2.25
2024-04-30 01:00,4,1,1,weekday,0,0,38.4,23.0,4.1,7.96,0.0,7.96,-7.96,DEFICIT,4.47,3.36,3.8,2.25
2024-04-30 02:00,4,2,1,weekday,0,0,45.3,23.1,4.9,8.0,0.0,8.0,-8.0,DEFICIT,4.26,3.25,3.62,2.25
2024-04-30 03:00,4,3,1,weekday,0,0,28.6,21.8,2.7,5.33,0.0,5.33,-5.33,DEFICIT,4.63,3.44,3.93,2.25
2024-04-30 04:00,4,4,1,weekday,0,0,27.2,22.1,3.6,6.32,5.27,11.59,-11.59,DEFICIT,4.6,3.42,3.91,2.25
2024-04-30 05:00,4,5,1,weekday,0,0,39.3,20.2,2.5,9.5,3.19,12.69,-12.69,DEFICIT,4.7,3.48,4.0,2.25
2024-04-30 06:00,4,6,1,weekday,36.5,3.71,33.1,24.1,3.7,22.87,0,22.87,-19.16,DEFICIT,6.23,4.24,5.29,2.25
2024-04-30 07:00,4,7,1,weekday,144.2,14.5,30.1,27.1,3.3,32.75,21.05,53.8,-39.31,DEFICIT,5.44,3.84,4.62,2.25
2024-04-30 08:00,4,8,1,weekday,253.9,25.42,32.0,28.2,5.0,24.0,8.36,32.37,-6.94,DEFICIT,6.13,4.19,5.21,2.25
2024-04-30 09:00,4,9,1,weekday,439.0,43.88,35.5,28.5,3.6,15.89,0.0,15.89,27.99,SURPLUS,5.81,4.03,4.94,2.25
2024-04-30 10:00,4,10,1,weekday,605.8,60.24,35.0,29.9,5.1,11.7,0,11.7,48.54,SURPLUS,4.0,3.12,3.4,2.25
2024-04-30 11:00,4,11,1,weekday,797.0,80.45,23.1,26.1,3.6,13.4,0,13.4,67.04,SURPLUS,3.86,3.06,3.28,2.25
2024-04-30 12:00,4,12,1,weekday,751.4,73.36,22.2,34.3,4.5,15.51,0,15.51,57.85,SURPLUS,3.77,3.01,3.21,2.25
2024-04-30 13:00,4,13,1,weekday,646.3,64.2,50.9,30.1,4.8,12.55,0,12.55,51.65,SURPLUS,4.03,3.14,3.42,2.25
2024-04-30 14:00,4,14,1,weekday,603.6,59.5,34.8,32.0,5.6,12.35,0,12.35,47.14,SURPLUS,4.45,3.35,3.79,2.25
2024-04-30 15:00,4,15,1,weekday,417.1,41.3,35.9,30.9,3.9,13.86,0,13.86,27.44,SURPLUS,3.94,3.09,3.35,2.25
2024-04-30 16:00,4,16,1,weekday,332.0,32.76,36.2,31.7,3.5,19.81,0,19.81,12.94,SURPLUS,7.06,4.65,6.0,2.25
2024-04-30 17:00,4,17,1,weekday,128.0,12.66,31.6,31.1,4.1,22.1,0,22.1,-9.44,DEFICIT,6.35,4.3,5.4,2.25
2024-04-30 18:00,4,18,1,weekday,43.3,4.25,48.2,33.2,3.3,33.02,19.33,52.34,-48.09,DEFICIT,6.8,4.52,5.78,2.25
2024-04-30 19:00,4,19,1,weekday,0,0,17.4,26.5,4.3,30.23,20.32,50.55,-50.55,DEFICIT,7.34,4.8,6.24,2.25
2024-04-30 20:00,4,20,1,weekday,0,0,28.9,25.9,3.1,39.83,21.48,61.31,-61.31,DEFICIT,6.95,4.6,5.91,2.25
2024-04-30 21:00,4,21,1,weekday,0,0,52.7,24.9,4.6,31.7,20.38,52.07,-52.07,DEFICIT,6.37,4.31,5.42,2.25
2024-04-30 22:00,4,22,1,weekday,0,0,42.1,22.5,3.7,22.41,16.14,38.54,-38.54,DEFICIT,4.65,3.45,3.96,2.25
2024-04-30 23:00,4,23,1,weekday,0,0,41.5,25.2,4.0,15.19,0,15.19,-15.19,DEFICIT,4.53,3.39,3.85,2.25
2024-05-01 00:00,5,0,2,weekday,0,0,66.5,22.5,5.2,12.49,0.0,12.49,-12.49,DEFICIT,4.47,3.36,3.8,2.25
2024-05-01 01:00,5,1,2,weekday,0,0,58.9,24.9,4.0,8.5,5.18,13.68,-13.68,DEFICIT,4.51,3.38,3.83,2.25
2024-05-01 02:00,5,2,2,weekday,0,0,74.3,20.7,4.1,6.56,4.22,10.78,-10.78,DEFICIT,4.87,3.56,4.14,2.25
2024-05-01 03:00,5,3,2,weekday,0,0,65.2,22.1,4.1,6.94,0.0,6.94,-6.94,DEFICIT,4.37,3.31,3.72,2.25
2024-05-01 04:00,5,4,2,weekday,0,0,66.9,20.9,5.6,5.93,4.81,10.74,-10.74,DEFICIT,4.36,3.31,3.71,2.25
2024-05-01 05:00,5,5,2,weekday,0,0,69.0,21.5,4.6,8.35,2.92,11.26,-11.26,DEFICIT,4.57,3.41,3.88,2.25
2024-05-01 06:00,5,6,2,weekday,58.2,5.9,54.4,23.5,5.2,18.69,0,18.69,-12.78,DEFICIT,5.74,4.0,4.88,2.25
2024-05-01 07:00,5,7,2,weekday,169.1,17.15,77.8,24.1,1.7,27.38,10.6,37.98,-20.83,DEFICIT,5.84,4.05,4.97,2.25
2024-05-01 08:00,5,8,2,weekday,366.4,36.91,65.7,26.7,4.5,23.89,5.69,29.59,7.32,SURPLUS,5.67,3.96,4.82,2.25
2024-05-01 09:00,5,9,2,weekday,570.9,57.21,58.7,27.9,4.5,15.14,7.38,22.53,34.69,SURPLUS,5.24,3.74,4.45,2.25
2024-05-01 10:00,5,10,2,weekday,708.8,71.55,70.4,26.1,4.2,14.53,0,14.53,57.02,SURPLUS,3.7,2.98,3.15,2.25
2024-05-01 11:00,5,11,2,weekday,850.2,84.8,63.5,29.1,4.6,14.07,0,14.07,70.73,SURPLUS,4.0,3.13,3.4,2.25
2024-05-01 12:00,5,12,2,weekday,1040.1,103.77,57.9,29.0,3.9,14.57,0,14.57,89.2,SURPLUS,3.92,3.08,3.33,2.25
2024-05-01 13:00,5,13,2,weekday,979.9,96.88,61.7,31.2,5.8,15.06,0,15.06,81.82,SURPLUS,4.31,3.28,3.66,2.25
2024-05-01 14:00,5,14,2,weekday,804.7,79.39,76.9,31.7,4.6,13.79,0,13.79,65.61,SURPLUS,4.02,3.14,3.42,2.25
2024-05-01 15:00,5,15,2,weekday,593.9,58.86,62.8,30.7,5.0,11.85,0,11.85,47.01,SURPLUS,3.83,3.04,3.26,2.25
2024-05-01 16:00,5,16,2,weekday,390.5,38.39,83.3,32.6,4.1,19.93,0,19.93,18.46,SURPLUS,7.71,4.98,6.55,2.25
2024-05-01 17:00,5,17,2,weekday,221.1,22.07,57.5,28.9,3.6,22.66,0,22.66,-0.59,BALANCED,7.13,4.69,6.06,2.25
2024-05-01 18:00,5,18,2,weekday,51.4,5.21,61.2,24.6,5.2,31.21,0.0,31.21,-26.0,DEFICIT,6.6,4.43,5.61,2.25
2024-05-01 19:00,5,19,2,weekday,0,0,57.6,27.0,4.0,48.16,16.75,64.91,-64.91,DEFICIT,6.9,4.57,5.86,2.25
2024-05-01 20:00,5,20,2,weekday,0,0,70.0,26.4,2.9,36.61,8.07,44.69,-44.69,DEFICIT,6.93,4.59,5.89,2.25
2024-05-01 21:00,5,21,2,weekday,0,0,82.0,24.9,4.4,30.46,6.21,36.68,-36.68,DEFICIT,7.07,4.66,6.01,2.25
2024-05-01 22:00,5,22,2,weekday,0,0,80.2,25.2,4.3,16.89,13.76,30.66,-30.66,DEFICIT,4.35,3.3,3.7,2.25
2024-05-01 23:00,5,23,2,weekday,0,0,72.3,24.1,4.9,13.99,0,13.99,-13.99,DEFICIT,4.82,3.54,4.1,2.25
2024-05-02 00:00,5,0,3,weekday,0,0,28.7,25.1,4.1,10.21,4.85,15.05,-15.05,DEFICIT,4.14,3.19,3.52,2.25
2024-05-02 01:00,5,1,3,weekday,0,0,32.5,19.2,4.7,7.96,4.44,12.41,-12.41,DEFICIT,4.36,3.3,3.7,2.25
2024-05-02 02:00,5,2,3,weekday,0,0,38.7,25.2,5.4,7.49,0.0,7.49,-7.49,DEFICIT,4.46,3.35,3.79,2.25
2024-05-02 03:00,5,3,3,weekday,0,0,33.9,26.7,3.1,5.3,5.06,10.37,-10.37,DEFICIT,4.47,3.36,3.8,2.25
2024-05-02 04:00,5,4,3,weekday,0,0,42.2,24.1,4.4,5.67,4.27,9.94,-9.94,DEFICIT,4.24,3.25,3.61,2.25
2024-05-02 05:00,5,5,3,weekday,0,0,35.0,23.6,6.0,7.67,0.0,7.67,-7.67,DEFICIT,4.64,3.44,3.94,2.25
2024-05-02 06:00,5,6,3,weekday,21.0,2.13,29.1,22.0,4.4,22.31,0,22.31,-20.17,DEFICIT,5.76,4.0,4.89,2.25
2024-05-02 07:00,5,7,3,weekday,74.9,7.59,27.7,24.7,5.6,27.56,10.17,37.73,-30.14,DEFICIT,6.12,4.19,5.2,2.25
2024-05-02 08:00,5,8,3,weekday,178.3,18.04,13.6,25.4,3.0,20.37,0.0,20.37,-2.33,BALANCED,6.02,4.13,5.12,2.25
2024-05-02 09:00,5,9,3,weekday,222.9,22.36,26.5,27.6,5.3,14.4,0.0,14.4,7.97,SURPLUS,5.71,3.98,4.86,2.25
2024-05-02 10:00,5,10,3,weekday,341.0,33.96,31.5,29.5,5.0,14.45,0,14.45,19.51,SURPLUS,3.44,2.85,2.92,2.25
